kode_prov,nama_prov,jenis_pdrb,kode_komp,nama_komp,nilai_jt
31,DKI Jakarta,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,53675.57281103299
31,DKI Jakarta,PRODUKSI,I-38,Angkutan Udara,10890087.693034973
31,DKI Jakarta,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",37950502.372118525
31,DKI Jakarta,PRODUKSI,I-40,Penyediaan Akomodasi ,17558504.64259527
31,DKI Jakarta,PRODUKSI,I-41,Penyediaan Makan Minum,85660709.99202085
31,DKI Jakarta,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,154047327.5550387
31,DKI Jakarta,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,117878280.83943366
31,DKI Jakarta,PRODUKSI,I-44,Asuransi dan Dana Pensiun,47230957.95405347
31,DKI Jakarta,PRODUKSI,I-45,Jasa Keuangan Lainnya,24054559.214609817
31,DKI Jakarta,PRODUKSI,I-46,Jasa Penunjang Keuangan,30432122.311560195
31,DKI Jakarta,PRODUKSI,I-47,Real Estate,165562543.38398626
31,DKI Jakarta,PRODUKSI,I-48,Jasa Perusahaan,206691327.041958
31,DKI Jakarta,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",107055101.47752249
31,DKI Jakarta,PRODUKSI,I-50,Jasa Pendidikan,57988312.39531519
31,DKI Jakarta,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,28137539.250859044
31,DKI Jakarta,PRODUKSI,I-52,Jasa Lainnya,93505258.22094955
32,Jawa Barat,PRODUKSI,I-01,Pertanian Tanaman Pangan ,44422824.37993075
32,Jawa Barat,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",32667303.856083985
32,Jawa Barat,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,11054494.724065099
32,Jawa Barat,PRODUKSI,I-04,Peternakan ,19584280.825293325
32,Jawa Barat,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,2181714.0629346073
32,Jawa Barat,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,1791255.119418663
32,Jawa Barat,PRODUKSI,I-07,Perikanan ,24821045.347598992
32,Jawa Barat,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",24613486.183642287
32,Jawa Barat,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
32,Jawa Barat,PRODUKSI,I-10,Pertambangan Bijih Logam,940944.7096668428
32,Jawa Barat,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,10442876.438663257
32,Jawa Barat,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,42738388.782025345
32,Jawa Barat,PRODUKSI,I-13,Industri Makanan dan Minuman ,71290495.4560162
32,Jawa Barat,PRODUKSI,I-14,Industri Pengolahan Tembakau,3418222.057673488
32,Jawa Barat,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,77378978.20475182
32,Jawa Barat,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",22710242.186321385
32,Jawa Barat,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",8445715.280862952
32,Jawa Barat,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",12699723.897951094
32,Jawa Barat,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",48570889.127554536
32,Jawa Barat,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",17082592.582245804
32,Jawa Barat,PRODUKSI,I-21,Industri Barang Galian bukan Logam,14462047.614388363
32,Jawa Barat,PRODUKSI,I-22,Industri Logam Dasar ,14107850.358684981
32,Jawa Barat,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",141203312.9414561
32,Jawa Barat,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,96567957.40499419
32,Jawa Barat,PRODUKSI,I-25,Industri Alat Angkutan,109024844.8774639
32,Jawa Barat,PRODUKSI,I-26,Industri Furnitur,5183811.30009557
32,Jawa Barat,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",29239456.911375746
32,Jawa Barat,PRODUKSI,I-28,Ketenagalistrikan ,9278912.409061076
32,Jawa Barat,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,11160088.521566877
32,Jawa Barat,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",3864102.5304450206
32,Jawa Barat,PRODUKSI,I-31,Konstruksi,134082089.1676232
32,Jawa Barat,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",51988916.222780675
32,Jawa Barat,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",225836279.43377745
32,Jawa Barat,PRODUKSI,I-34,Angkutan Rel ,812051.801119033
32,Jawa Barat,PRODUKSI,I-35,Angkutan Darat,72568776.9550573
32,Jawa Barat,PRODUKSI,I-36,Angkutan Laut ,304648.98417700763
32,Jawa Barat,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,3506.030004371501
32,Jawa Barat,PRODUKSI,I-38,Angkutan Udara,4210421.731166039
32,Jawa Barat,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",7974819.703201657
32,Jawa Barat,PRODUKSI,I-40,Penyediaan Akomodasi ,9718338.77698725
32,Jawa Barat,PRODUKSI,I-41,Penyediaan Makan Minum,58341599.110470936
32,Jawa Barat,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,54569000.51269857
32,Jawa Barat,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,36281408.64983467
32,Jawa Barat,PRODUKSI,I-44,Asuransi dan Dana Pensiun,4075635.217095146
32,Jawa Barat,PRODUKSI,I-45,Jasa Keuangan Lainnya,6586222.029964195
32,Jawa Barat,PRODUKSI,I-46,Jasa Penunjang Keuangan,1911264.6467302914
32,Jawa Barat,PRODUKSI,I-47,Real Estate,94678831.05565399
32,Jawa Barat,PRODUKSI,I-48,Jasa Perusahaan,33351833.148712568
32,Jawa Barat,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",30814247.153205805
32,Jawa Barat,PRODUKSI,I-50,Jasa Pendidikan,65518772.51171876
32,Jawa Barat,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,21794925.570266854
32,Jawa Barat,PRODUKSI,I-52,Jasa Lainnya,43183726.69980941
33,Jawa Tengah,PRODUKSI,I-01,Pertanian Tanaman Pangan ,47698459.76509735
33,Jawa Tengah,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",38198786.339110665
33,Jawa Tengah,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,12994341.562709061
33,Jawa Tengah,PRODUKSI,I-04,Peternakan ,24789810.26780556
33,Jawa Tengah,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,1970078.6276623071
33,Jawa Tengah,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,5264998.774337363
33,Jawa Tengah,PRODUKSI,I-07,Perikanan ,11197628.991517194
33,Jawa Tengah,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",4544153.578949691
33,Jawa Tengah,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
33,Jawa Tengah,PRODUKSI,I-10,Pertambangan Bijih Logam,0
33,Jawa Tengah,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,17934868.295380183
33,Jawa Tengah,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,59654404.15424575
33,Jawa Tengah,PRODUKSI,I-13,Industri Makanan dan Minuman ,74329864.450054
33,Jawa Tengah,PRODUKSI,I-14,Industri Pengolahan Tembakau,102927926.49217814
33,Jawa Tengah,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,19232597.159359887
33,Jawa Tengah,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",6077556.279219939
33,Jawa Tengah,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",15265655.406570679
33,Jawa Tengah,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",2823145.6396174137
33,Jawa Tengah,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",19512364.38800655
33,Jawa Tengah,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",4562562.529062095
33,Jawa Tengah,PRODUKSI,I-21,Industri Barang Galian bukan Logam,9379366.399530413
33,Jawa Tengah,PRODUKSI,I-22,Industri Logam Dasar ,3083701.5579284215
33,Jawa Tengah,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",4332190.519218744
33,Jawa Tengah,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,2564105.260342998
33,Jawa Tengah,PRODUKSI,I-25,Industri Alat Angkutan,2010860.8025396925
33,Jawa Tengah,PRODUKSI,I-26,Industri Furnitur,4123859.112450887
33,Jawa Tengah,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",6834785.571333283
33,Jawa Tengah,PRODUKSI,I-28,Ketenagalistrikan ,6437340.917659404
33,Jawa Tengah,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,30377.890159448903
33,Jawa Tengah,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",1193570.8429776852
33,Jawa Tengah,PRODUKSI,I-31,Konstruksi,98293400.65537868
33,Jawa Tengah,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",27106476.22074706
33,Jawa Tengah,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",113319090.22317412
33,Jawa Tengah,PRODUKSI,I-34,Angkutan Rel ,636588.5908685449
33,Jawa Tengah,PRODUKSI,I-35,Angkutan Darat,28635566.797342606
33,Jawa Tengah,PRODUKSI,I-36,Angkutan Laut ,2045388.4615415926
33,Jawa Tengah,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,116025.52802804005
33,Jawa Tengah,PRODUKSI,I-38,Angkutan Udara,6053747.171738504
33,Jawa Tengah,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",2243969.043026042
33,Jawa Tengah,PRODUKSI,I-40,Penyediaan Akomodasi ,5675198.6681291545
33,Jawa Tengah,PRODUKSI,I-41,Penyediaan Makan Minum,33967986.536271915
33,Jawa Tengah,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,34620966.23743692
33,Jawa Tengah,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,26675551.165145487
33,Jawa Tengah,PRODUKSI,I-44,Asuransi dan Dana Pensiun,1788681.427741904
33,Jawa Tengah,PRODUKSI,I-45,Jasa Keuangan Lainnya,3224670.4931773893
33,Jawa Tengah,PRODUKSI,I-46,Jasa Penunjang Keuangan,470056.2156220145
33,Jawa Tengah,PRODUKSI,I-47,Real Estate,34483664.024159305
33,Jawa Tengah,PRODUKSI,I-48,Jasa Perusahaan,7446304.288459625
33,Jawa Tengah,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",30084212.898875695
33,Jawa Tengah,PRODUKSI,I-50,Jasa Pendidikan,45170984.63563062
33,Jawa Tengah,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,15369560.319375062
33,Jawa Tengah,PRODUKSI,I-52,Jasa Lainnya,22517330.793393463
34,DI Yogyakarta,PRODUKSI,I-01,Pertanian Tanaman Pangan ,5496700.834243232
34,DI Yogyakarta,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",2668177.7281224336
34,DI Yogyakarta,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,719157.5533161742
34,DI Yogyakarta,PRODUKSI,I-04,Peternakan ,2503781.3354750876
34,DI Yogyakarta,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,212663.37827126394
34,DI Yogyakarta,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,1031192.8704478095
34,DI Yogyakarta,PRODUKSI,I-07,Perikanan ,1268379.3673849513
34,DI Yogyakarta,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",0
34,DI Yogyakarta,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
34,DI Yogyakarta,PRODUKSI,I-10,Pertambangan Bijih Logam,122.44075822334241
34,DI Yogyakarta,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,643542.4327142804
34,DI Yogyakarta,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,134701.2468783095
34,DI Yogyakarta,PRODUKSI,I-13,Industri Makanan dan Minuman ,5353899.178640189
34,DI Yogyakarta,PRODUKSI,I-14,Industri Pengolahan Tembakau,375045.63358390157
34,DI Yogyakarta,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,2007713.4376865856
34,DI Yogyakarta,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",679938.4121579798
34,DI Yogyakarta,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",620755.4347912957
34,DI Yogyakarta,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",425148.8377905994
34,DI Yogyakarta,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",259580.2106731257
34,DI Yogyakarta,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",221500.3120890667
34,DI Yogyakarta,PRODUKSI,I-21,Industri Barang Galian bukan Logam,739729.2800304152
34,DI Yogyakarta,PRODUKSI,I-22,Industri Logam Dasar ,0
34,DI Yogyakarta,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",560907.240009693
34,DI Yogyakarta,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,533983.0767005327
34,DI Yogyakarta,PRODUKSI,I-25,Industri Alat Angkutan,85017.04363658362
34,DI Yogyakarta,PRODUKSI,I-26,Industri Furnitur,1105618.8219661315
34,DI Yogyakarta,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",935557.3345165146
34,DI Yogyakarta,PRODUKSI,I-28,Ketenagalistrikan ,75315.11098502952
34,DI Yogyakarta,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,7202.80515397064
34,DI Yogyakarta,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",208280.6839329873
34,DI Yogyakarta,PRODUKSI,I-31,Konstruksi,9863379.99357881
34,DI Yogyakarta,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",2283885.849041395
34,DI Yogyakarta,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",8885100.52633289
34,DI Yogyakarta,PRODUKSI,I-34,Angkutan Rel ,327944.71169679426
34,DI Yogyakarta,PRODUKSI,I-35,Angkutan Darat,4287300.875584726
34,DI Yogyakarta,PRODUKSI,I-36,Angkutan Laut ,0
34,DI Yogyakarta,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,572.1905415715914
34,DI Yogyakarta,PRODUKSI,I-38,Angkutan Udara,7532344.060668613
34,DI Yogyakarta,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",1907528.6014582498
34,DI Yogyakarta,PRODUKSI,I-40,Penyediaan Akomodasi ,3312657.7943097805
34,DI Yogyakarta,PRODUKSI,I-41,Penyediaan Makan Minum,8750419.031559903
34,DI Yogyakarta,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,8778409.943192717
34,DI Yogyakarta,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,3560443.279097325
34,DI Yogyakarta,PRODUKSI,I-44,Asuransi dan Dana Pensiun,370838.98409794876
34,DI Yogyakarta,PRODUKSI,I-45,Jasa Keuangan Lainnya,609269.5491458508
34,DI Yogyakarta,PRODUKSI,I-46,Jasa Penunjang Keuangan,134203.7099706943
34,DI Yogyakarta,PRODUKSI,I-47,Real Estate,5672460.3154600905
34,DI Yogyakarta,PRODUKSI,I-48,Jasa Perusahaan,3022763.156798078
34,DI Yogyakarta,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",3613760.1867023297
34,DI Yogyakarta,PRODUKSI,I-50,Jasa Pendidikan,10981183.833956352
34,DI Yogyakarta,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,3523122.7679014904
34,DI Yogyakarta,PRODUKSI,I-52,Jasa Lainnya,4011293.6607978027
35,Jawa Timur,PRODUKSI,I-01,Pertanian Tanaman Pangan ,57688315.86156076
35,Jawa Timur,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",38259070.09598192
35,Jawa Timur,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,26828284.235351846
35,Jawa Timur,PRODUKSI,I-04,Peternakan ,48000869.43303513
35,Jawa Timur,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,2260735.2151747798
35,Jawa Timur,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,8774293.497358222
35,Jawa Timur,PRODUKSI,I-07,Perikanan ,39493724.17002567
35,Jawa Timur,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",55911707.33466463
35,Jawa Timur,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
35,Jawa Timur,PRODUKSI,I-10,Pertambangan Bijih Logam,329648.9130081547
35,Jawa Timur,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,27089871.460590936
35,Jawa Timur,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,3085896.4806977375
35,Jawa Timur,PRODUKSI,I-13,Industri Makanan dan Minuman ,133671768.36540413
35,Jawa Timur,PRODUKSI,I-14,Industri Pengolahan Tembakau,153576763.04057515
35,Jawa Timur,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,8390555.928449064
35,Jawa Timur,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",7678006.951356539
35,Jawa Timur,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",26929374.787656296
35,Jawa Timur,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",23266509.40331724
35,Jawa Timur,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",65380012.98860402
35,Jawa Timur,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",19607439.92184251
35,Jawa Timur,PRODUKSI,I-21,Industri Barang Galian bukan Logam,22645887.398243677
35,Jawa Timur,PRODUKSI,I-22,Industri Logam Dasar ,14787386.865928942
35,Jawa Timur,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",23959168.725512348
35,Jawa Timur,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,1631289.4316627658
35,Jawa Timur,PRODUKSI,I-25,Industri Alat Angkutan,12185513.21416957
35,Jawa Timur,PRODUKSI,I-26,Industri Furnitur,16269599.097177517
35,Jawa Timur,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",8913938.14095919
35,Jawa Timur,PRODUKSI,I-28,Ketenagalistrikan ,9443665.787482398
35,Jawa Timur,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,3567738.4832583168
35,Jawa Timur,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",1914756.4467399474
35,Jawa Timur,PRODUKSI,I-31,Konstruksi,196365962.6812776
35,Jawa Timur,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",59945557.89656972
35,Jawa Timur,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",217832513.5192563
35,Jawa Timur,PRODUKSI,I-34,Angkutan Rel ,694742.4324243774
35,Jawa Timur,PRODUKSI,I-35,Angkutan Darat,25286879.94671778
35,Jawa Timur,PRODUKSI,I-36,Angkutan Laut ,4909951.448789371
35,Jawa Timur,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,1155704.020346118
35,Jawa Timur,PRODUKSI,I-38,Angkutan Udara,20105515.23178431
35,Jawa Timur,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",18703173.50416208
35,Jawa Timur,PRODUKSI,I-40,Penyediaan Akomodasi ,10336194.799170759
35,Jawa Timur,PRODUKSI,I-41,Penyediaan Makan Minum,66495380.01290715
35,Jawa Timur,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,71655479.37209633
35,Jawa Timur,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,41568867.361259945
35,Jawa Timur,PRODUKSI,I-44,Asuransi dan Dana Pensiun,11810775.846361494
35,Jawa Timur,PRODUKSI,I-45,Jasa Keuangan Lainnya,5381938.128543977
35,Jawa Timur,PRODUKSI,I-46,Jasa Penunjang Keuangan,1484455.6276111216
35,Jawa Timur,PRODUKSI,I-47,Real Estate,76185915.07955879
35,Jawa Timur,PRODUKSI,I-48,Jasa Perusahaan,33010402.42317563
35,Jawa Timur,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",40460825.987724856
35,Jawa Timur,PRODUKSI,I-50,Jasa Pendidikan,50985188.21138194
35,Jawa Timur,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,21271238.272875782
35,Jawa Timur,PRODUKSI,I-52,Jasa Lainnya,46918947.87195669
36,Banten,PRODUKSI,I-01,Pertanian Tanaman Pangan ,6031612.9663001085
36,Banten,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",2328979.7611279045
36,Banten,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,2096852.161745386
36,Banten,PRODUKSI,I-04,Peternakan ,9658601.528791262
36,Banten,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,233224.02684421785
36,Banten,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,157964.59054364363
36,Banten,PRODUKSI,I-07,Perikanan ,3045649.700917044
36,Banten,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",114636.86319625436
36,Banten,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,135569.17181593535
36,Banten,PRODUKSI,I-10,Pertambangan Bijih Logam,359042.3722858495
36,Banten,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,4232234.214183352
36,Banten,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,937659.4729673277
36,Banten,PRODUKSI,I-13,Industri Makanan dan Minuman ,25740789.597368788
36,Banten,PRODUKSI,I-14,Industri Pengolahan Tembakau,0
36,Banten,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,17437771.075315658
36,Banten,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",18002339.383799914
36,Banten,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",728584.7145253377
36,Banten,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",11706017.44291151
36,Banten,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",36083489.350617126
36,Banten,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",19860893.435529005
36,Banten,PRODUKSI,I-21,Industri Barang Galian bukan Logam,9708243.20480035
36,Banten,PRODUKSI,I-22,Industri Logam Dasar ,16272947.02349862
36,Banten,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",29798526.88539814
36,Banten,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,3295362.2711159764
36,Banten,PRODUKSI,I-25,Industri Alat Angkutan,8721706.195799328
36,Banten,PRODUKSI,I-26,Industri Furnitur,2235297.623631218
36,Banten,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",2895244.4107045196
36,Banten,PRODUKSI,I-28,Ketenagalistrikan ,8706619.438705169
36,Banten,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,4976531.598086985
36,Banten,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",689348.7423001769
36,Banten,PRODUKSI,I-31,Konstruksi,54193534.9306394
36,Banten,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",12643865.025995811
36,Banten,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",56784489.085641555
36,Banten,PRODUKSI,I-34,Angkutan Rel ,272056.1026788112
36,Banten,PRODUKSI,I-35,Angkutan Darat,17397223.884850174
36,Banten,PRODUKSI,I-36,Angkutan Laut ,85003.86711164637
36,Banten,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,2092844.8952327059
36,Banten,PRODUKSI,I-38,Angkutan Udara,50286450.765819155
36,Banten,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",9341935.055421976
36,Banten,PRODUKSI,I-40,Penyediaan Akomodasi ,840047.3981402082
36,Banten,PRODUKSI,I-41,Penyediaan Makan Minum,18953706.92382733
36,Banten,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,22150042.011676706
36,Banten,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,11860190.85795393
36,Banten,PRODUKSI,I-44,Asuransi dan Dana Pensiun,3327229.713703883
36,Banten,PRODUKSI,I-45,Jasa Keuangan Lainnya,593073.8873828759
36,Banten,PRODUKSI,I-46,Jasa Penunjang Keuangan,612246.6103292162
36,Banten,PRODUKSI,I-47,Real Estate,46728956.63607881
36,Banten,PRODUKSI,I-48,Jasa Perusahaan,10916285.098676337
36,Banten,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9104339.962854624
36,Banten,PRODUKSI,I-50,Jasa Pendidikan,14849881.704200977
36,Banten,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,5693161.18075604
36,Banten,PRODUKSI,I-52,Jasa Lainnya,8316473.183278353
51,Bali,PRODUKSI,I-01,Pertanian Tanaman Pangan ,2902450.754464307
51,Bali,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",4492158.58525824
51,Bali,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,1941340.5750630149
51,Bali,PRODUKSI,I-04,Peternakan ,6474587.007914361
