kode_prov,nama_prov,jenis_pdrb,kode_komp,nama_komp,nilai_jt
16,Sumatera Selatan,PRODUKSI,I-21,Industri Barang Galian bukan Logam,6106332.35670915
16,Sumatera Selatan,PRODUKSI,I-22,Industri Logam Dasar ,162805.3920013775
16,Sumatera Selatan,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",2220784.0201040716
16,Sumatera Selatan,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,363699.6050341155
16,Sumatera Selatan,PRODUKSI,I-25,Industri Alat Angkutan,115616.29253969132
16,Sumatera Selatan,PRODUKSI,I-26,Industri Furnitur,285079.0350227539
16,Sumatera Selatan,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",669692.6548838763
16,Sumatera Selatan,PRODUKSI,I-28,Ketenagalistrikan ,1785204.7610287997
16,Sumatera Selatan,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,471885.05172189896
16,Sumatera Selatan,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",388051.672637952
16,Sumatera Selatan,PRODUKSI,I-31,Konstruksi,41526832.96452425
16,Sumatera Selatan,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",8912642.042143041
16,Sumatera Selatan,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",34122720.76813025
16,Sumatera Selatan,PRODUKSI,I-34,Angkutan Rel ,325476.6638375521
16,Sumatera Selatan,PRODUKSI,I-35,Angkutan Darat,5467537.546950383
16,Sumatera Selatan,PRODUKSI,I-36,Angkutan Laut ,364945.65036687563
16,Sumatera Selatan,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,260531.72398100435
16,Sumatera Selatan,PRODUKSI,I-38,Angkutan Udara,3751264.909762684
16,Sumatera Selatan,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",1113377.7525794804
16,Sumatera Selatan,PRODUKSI,I-40,Penyediaan Akomodasi ,1498336.2799622978
16,Sumatera Selatan,PRODUKSI,I-41,Penyediaan Makan Minum,5682799.141414714
16,Sumatera Selatan,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,9909235.778363284
16,Sumatera Selatan,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,6108786.5834162375
16,Sumatera Selatan,PRODUKSI,I-44,Asuransi dan Dana Pensiun,1699293.0026935022
16,Sumatera Selatan,PRODUKSI,I-45,Jasa Keuangan Lainnya,847660.2459920666
16,Sumatera Selatan,PRODUKSI,I-46,Jasa Penunjang Keuangan,54557.498509840916
16,Sumatera Selatan,PRODUKSI,I-47,Real Estate,13029038.313833257
16,Sumatera Selatan,PRODUKSI,I-48,Jasa Perusahaan,1821161.2241848996
16,Sumatera Selatan,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10967571.862621393
16,Sumatera Selatan,PRODUKSI,I-50,Jasa Pendidikan,9667440.172972199
16,Sumatera Selatan,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,3496669.8197711664
16,Sumatera Selatan,PRODUKSI,I-52,Jasa Lainnya,10046453.148681479
17,Bengkulu,PRODUKSI,I-01,Pertanian Tanaman Pangan ,1263631.5492782127
17,Bengkulu,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",3812816.086567439
17,Bengkulu,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,5920618.924061912
17,Bengkulu,PRODUKSI,I-04,Peternakan ,560958.8944088556
17,Bengkulu,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,298748.4375742007
17,Bengkulu,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,140070.0819349434
17,Bengkulu,PRODUKSI,I-07,Perikanan ,2799166.840616278
17,Bengkulu,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",0
17,Bengkulu,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,1227930.0135734212
17,Bengkulu,PRODUKSI,I-10,Pertambangan Bijih Logam,24298.76614282873
17,Bengkulu,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,1143160.572927455
17,Bengkulu,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
17,Bengkulu,PRODUKSI,I-13,Industri Makanan dan Minuman ,3872510.1917328592
17,Bengkulu,PRODUKSI,I-14,Industri Pengolahan Tembakau,0
17,Bengkulu,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,25918.48092761488
17,Bengkulu,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",33477.217133584105
17,Bengkulu,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",52879.100067691485
17,Bengkulu,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",20927.17639945979
17,Bengkulu,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",266.7831458624669
17,Bengkulu,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",358735.04724357097
17,Bengkulu,PRODUKSI,I-21,Industri Barang Galian bukan Logam,51031.09365109346
17,Bengkulu,PRODUKSI,I-22,Industri Logam Dasar ,7878.358744063611
17,Bengkulu,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",145060.60548889413
17,Bengkulu,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,0
17,Bengkulu,PRODUKSI,I-25,Industri Alat Angkutan,7249.904901204726
17,Bengkulu,PRODUKSI,I-26,Industri Furnitur,390730.8662142162
17,Bengkulu,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",115681.41598930489
17,Bengkulu,PRODUKSI,I-28,Ketenagalistrikan ,108276.5229482836
17,Bengkulu,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,2521.11114151824
17,Bengkulu,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",92678.73264131813
17,Bengkulu,PRODUKSI,I-31,Konstruksi,3735413.764535753
17,Bengkulu,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",1303231.0576782878
17,Bengkulu,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",6020440.062188301
17,Bengkulu,PRODUKSI,I-34,Angkutan Rel ,0
17,Bengkulu,PRODUKSI,I-35,Angkutan Darat,1668098.8990772632
17,Bengkulu,PRODUKSI,I-36,Angkutan Laut ,378305.33729396807
17,Bengkulu,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,52480.182084361666
17,Bengkulu,PRODUKSI,I-38,Angkutan Udara,802137.1306555787
17,Bengkulu,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",166742.2993810039
17,Bengkulu,PRODUKSI,I-40,Penyediaan Akomodasi ,125189.71345751236
17,Bengkulu,PRODUKSI,I-41,Penyediaan Makan Minum,1067497.7899386187
17,Bengkulu,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,1758024.0186356653
17,Bengkulu,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,2146593.044463805
17,Bengkulu,PRODUKSI,I-44,Asuransi dan Dana Pensiun,81380.4054576676
17,Bengkulu,PRODUKSI,I-45,Jasa Keuangan Lainnya,278174.24572909786
17,Bengkulu,PRODUKSI,I-46,Jasa Penunjang Keuangan,2965.3540477846636
17,Bengkulu,PRODUKSI,I-47,Real Estate,2044150.5421089449
17,Bengkulu,PRODUKSI,I-48,Jasa Perusahaan,1195540.916296876
17,Bengkulu,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",4483015.971388369
17,Bengkulu,PRODUKSI,I-50,Jasa Pendidikan,2714724.563705466
17,Bengkulu,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,977903.3189654702
17,Bengkulu,PRODUKSI,I-52,Jasa Lainnya,1212662.7183738663
18,Lampung,PRODUKSI,I-01,Pertanian Tanaman Pangan ,16491523.567620825
18,Lampung,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",13915643.377260223
18,Lampung,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,20065854.48500164
18,Lampung,PRODUKSI,I-04,Peternakan ,9216412.12371907
18,Lampung,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,1012529.5868136368
18,Lampung,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,1714458.8307341766
18,Lampung,PRODUKSI,I-07,Perikanan ,10615339.51686143
18,Lampung,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",7699314.901598731
18,Lampung,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
18,Lampung,PRODUKSI,I-10,Pertambangan Bijih Logam,247406.17898787878
18,Lampung,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,5656793.614525639
18,Lampung,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,366513.7581775027
18,Lampung,PRODUKSI,I-13,Industri Makanan dan Minuman ,23763634.48104248
18,Lampung,PRODUKSI,I-14,Industri Pengolahan Tembakau,70831.11251198509
18,Lampung,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,80166.58710240843
18,Lampung,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",253884.36222372705
18,Lampung,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",2039111.5170993488
18,Lampung,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",263941.37681508175
18,Lampung,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",2140229.2867831206
18,Lampung,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",3103477.4916627165
18,Lampung,PRODUKSI,I-21,Industri Barang Galian bukan Logam,3086555.090616713
18,Lampung,PRODUKSI,I-22,Industri Logam Dasar ,1134428.0714761282
18,Lampung,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",1279988.308313216
18,Lampung,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,986801.1562405407
18,Lampung,PRODUKSI,I-25,Industri Alat Angkutan,2603789.6941956356
18,Lampung,PRODUKSI,I-26,Industri Furnitur,553816.3318636313
18,Lampung,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",361770.75327625964
18,Lampung,PRODUKSI,I-28,Ketenagalistrikan ,1065854.1270073417
18,Lampung,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,284079.6252107699
18,Lampung,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",313614.22492580116
18,Lampung,PRODUKSI,I-31,Konstruksi,25451214.49648341
18,Lampung,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",6228288.605573729
18,Lampung,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",25844459.246073674
18,Lampung,PRODUKSI,I-34,Angkutan Rel ,240594.33303926658
18,Lampung,PRODUKSI,I-35,Angkutan Darat,9913991.974847957
18,Lampung,PRODUKSI,I-36,Angkutan Laut ,1595968.9834721915
18,Lampung,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,1332522.6720597667
18,Lampung,PRODUKSI,I-38,Angkutan Udara,1788916.2611790556
18,Lampung,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",1078016.5892194964
18,Lampung,PRODUKSI,I-40,Penyediaan Akomodasi ,296160.54137693346
18,Lampung,PRODUKSI,I-41,Penyediaan Makan Minum,5599683.120486547
18,Lampung,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,9878123.545330865
18,Lampung,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,5092185.006976187
18,Lampung,PRODUKSI,I-44,Asuransi dan Dana Pensiun,666150.509921362
18,Lampung,PRODUKSI,I-45,Jasa Keuangan Lainnya,586938.5134902797
18,Lampung,PRODUKSI,I-46,Jasa Penunjang Keuangan,46196.91610566594
18,Lampung,PRODUKSI,I-47,Real Estate,9296571.565680891
18,Lampung,PRODUKSI,I-48,Jasa Perusahaan,1733181.5561213756
18,Lampung,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9346451.212918648
18,Lampung,PRODUKSI,I-50,Jasa Pendidikan,8274285.7671211595
18,Lampung,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,3191890.618728048
18,Lampung,PRODUKSI,I-52,Jasa Lainnya,4749192.508017318
19,Kep. Bangka Belitung,PRODUKSI,I-01,Pertanian Tanaman Pangan ,221430.86530131949
19,Kep. Bangka Belitung,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",969564.387959163
19,Kep. Bangka Belitung,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,6692214.498152079
19,Kep. Bangka Belitung,PRODUKSI,I-04,Peternakan ,696079.9984042166
19,Kep. Bangka Belitung,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,139759.47560629537
19,Kep. Bangka Belitung,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,245389.36287848983
19,Kep. Bangka Belitung,PRODUKSI,I-07,Perikanan ,4594319.191006716
19,Kep. Bangka Belitung,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",488732.2299236742
19,Kep. Bangka Belitung,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
19,Kep. Bangka Belitung,PRODUKSI,I-10,Pertambangan Bijih Logam,5702946.172769076
19,Kep. Bangka Belitung,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,2193916.9297581445
19,Kep. Bangka Belitung,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,0
19,Kep. Bangka Belitung,PRODUKSI,I-13,Industri Makanan dan Minuman ,4150328.9582984443
19,Kep. Bangka Belitung,PRODUKSI,I-14,Industri Pengolahan Tembakau,0
19,Kep. Bangka Belitung,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,36316.51072960519
19,Kep. Bangka Belitung,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",0
19,Kep. Bangka Belitung,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",273959.45797705726
19,Kep. Bangka Belitung,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",50820.12803617833
19,Kep. Bangka Belitung,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",29403.980738565195
19,Kep. Bangka Belitung,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",363231.22553112824
19,Kep. Bangka Belitung,PRODUKSI,I-21,Industri Barang Galian bukan Logam,806555.0047398661
19,Kep. Bangka Belitung,PRODUKSI,I-22,Industri Logam Dasar ,6889180.609905917
19,Kep. Bangka Belitung,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",140061.59095031067
19,Kep. Bangka Belitung,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,0
19,Kep. Bangka Belitung,PRODUKSI,I-25,Industri Alat Angkutan,118042.91631423695
19,Kep. Bangka Belitung,PRODUKSI,I-26,Industri Furnitur,57686.17346208038
19,Kep. Bangka Belitung,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",29602.98120807026
19,Kep. Bangka Belitung,PRODUKSI,I-28,Ketenagalistrikan ,228573.03610430745
19,Kep. Bangka Belitung,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,8982.968646835649
19,Kep. Bangka Belitung,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",42799.91229027331
19,Kep. Bangka Belitung,PRODUKSI,I-31,Konstruksi,5913002.393188644
19,Kep. Bangka Belitung,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",1544709.761108713
19,Kep. Bangka Belitung,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",7231147.082442476
19,Kep. Bangka Belitung,PRODUKSI,I-34,Angkutan Rel ,0
19,Kep. Bangka Belitung,PRODUKSI,I-35,Angkutan Darat,1058707.5118527308
19,Kep. Bangka Belitung,PRODUKSI,I-36,Angkutan Laut ,537559.6671824983
19,Kep. Bangka Belitung,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,34638.05186349788
19,Kep. Bangka Belitung,PRODUKSI,I-38,Angkutan Udara,1384612.9870101698
19,Kep. Bangka Belitung,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",376357.32991617627
19,Kep. Bangka Belitung,PRODUKSI,I-40,Penyediaan Akomodasi ,110819.63400779405
19,Kep. Bangka Belitung,PRODUKSI,I-41,Penyediaan Makan Minum,1575645.8656217498
19,Kep. Bangka Belitung,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,951734.2273934644
19,Kep. Bangka Belitung,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,1069867.4756738527
19,Kep. Bangka Belitung,PRODUKSI,I-44,Asuransi dan Dana Pensiun,150890.41811406647
19,Kep. Bangka Belitung,PRODUKSI,I-45,Jasa Keuangan Lainnya,185763.24209176985
19,Kep. Bangka Belitung,PRODUKSI,I-46,Jasa Penunjang Keuangan,1993.3788005654758
19,Kep. Bangka Belitung,PRODUKSI,I-47,Real Estate,2065098.1530074796
19,Kep. Bangka Belitung,PRODUKSI,I-48,Jasa Perusahaan,333298.2620239794
19,Kep. Bangka Belitung,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",3000124.1405389546
19,Kep. Bangka Belitung,PRODUKSI,I-50,Jasa Pendidikan,1379803.8222969999
19,Kep. Bangka Belitung,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,782668.6687253345
19,Kep. Bangka Belitung,PRODUKSI,I-52,Jasa Lainnya,583425.6483388555
21,Kep. Riau,PRODUKSI,I-01,Pertanian Tanaman Pangan ,43071.21338965408
21,Kep. Riau,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",737976.8677034873
21,Kep. Riau,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,975215.3915890479
21,Kep. Riau,PRODUKSI,I-04,Peternakan ,1404157.8060507653
21,Kep. Riau,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,50008.01491224575
21,Kep. Riau,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,18833.05178562592
21,Kep. Riau,PRODUKSI,I-07,Perikanan ,5703512.025095935
21,Kep. Riau,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",12601518.29567545
21,Kep. Riau,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
21,Kep. Riau,PRODUKSI,I-10,Pertambangan Bijih Logam,875987.630909141
21,Kep. Riau,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,1236789.6377709294
21,Kep. Riau,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,1174086.9637569934
21,Kep. Riau,PRODUKSI,I-13,Industri Makanan dan Minuman ,7985178.63067483
21,Kep. Riau,PRODUKSI,I-14,Industri Pengolahan Tembakau,656098.2784082097
21,Kep. Riau,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,1525302.0567301672
21,Kep. Riau,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",550842.1466414706
21,Kep. Riau,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",126045.61159436182
21,Kep. Riau,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",745443.2821232022
21,Kep. Riau,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",6724789.07437985
21,Kep. Riau,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",1602166.697843889
21,Kep. Riau,PRODUKSI,I-21,Industri Barang Galian bukan Logam,728836.9937061263
21,Kep. Riau,PRODUKSI,I-22,Industri Logam Dasar ,4620335.077538056
21,Kep. Riau,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",24496049.03118338
21,Kep. Riau,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,5896238.7373798285
21,Kep. Riau,PRODUKSI,I-25,Industri Alat Angkutan,7973366.353714085
21,Kep. Riau,PRODUKSI,I-26,Industri Furnitur,350203.73922534136
21,Kep. Riau,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",3978841.18395588
21,Kep. Riau,PRODUKSI,I-28,Ketenagalistrikan ,831845.8295539133
21,Kep. Riau,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,2092067.3029205776
21,Kep. Riau,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",430148.0527106595
21,Kep. Riau,PRODUKSI,I-31,Konstruksi,36555893.79255215
21,Kep. Riau,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",4526517.685967582
21,Kep. Riau,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",15619650.512001956
21,Kep. Riau,PRODUKSI,I-34,Angkutan Rel ,0
21,Kep. Riau,PRODUKSI,I-35,Angkutan Darat,1251489.0141520353
21,Kep. Riau,PRODUKSI,I-36,Angkutan Laut ,2075157.1126848042
21,Kep. Riau,PRODUKSI,I-37,Angkutan Sungai Danau dan Penyeberangan,127999.79373949497
21,Kep. Riau,PRODUKSI,I-38,Angkutan Udara,6488871.535432608
21,Kep. Riau,PRODUKSI,I-39,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",763543.4345697854
21,Kep. Riau,PRODUKSI,I-40,Penyediaan Akomodasi ,3503397.1724483627
21,Kep. Riau,PRODUKSI,I-41,Penyediaan Makan Minum,5811628.276142376
21,Kep. Riau,PRODUKSI,I-42,Jasa Informasi dan Komunikasi,4529309.688458364
21,Kep. Riau,PRODUKSI,I-43,Jasa Perantara Keuangan Selain Bank Sentral,3278669.042993087
21,Kep. Riau,PRODUKSI,I-44,Asuransi dan Dana Pensiun,1422944.9341751928
21,Kep. Riau,PRODUKSI,I-45,Jasa Keuangan Lainnya,201259.05221674542
21,Kep. Riau,PRODUKSI,I-46,Jasa Penunjang Keuangan,585948.6273511163
21,Kep. Riau,PRODUKSI,I-47,Real Estate,6245242.172400945
21,Kep. Riau,PRODUKSI,I-48,Jasa Perusahaan,2573947.0455161827
21,Kep. Riau,PRODUKSI,I-49,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",4502141.430932414
21,Kep. Riau,PRODUKSI,I-50,Jasa Pendidikan,2378384.4680293
21,Kep. Riau,PRODUKSI,I-51,Jasa Kesehatan dan Kegiatan Sosial,1067454.260608279
21,Kep. Riau,PRODUKSI,I-52,Jasa Lainnya,3081811.3681934546
31,DKI Jakarta,PRODUKSI,I-01,Pertanian Tanaman Pangan ,13827.690419933546
31,DKI Jakarta,PRODUKSI,I-02,"Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya",1043005.9160923447
31,DKI Jakarta,PRODUKSI,I-03,Perkebunan Semusim dan Tahunan,0
31,DKI Jakarta,PRODUKSI,I-04,Peternakan ,198643.31118337586
31,DKI Jakarta,PRODUKSI,I-05,Jasa Pertanian dan Perburuan  ,70355.56572043129
31,DKI Jakarta,PRODUKSI,I-06,Kehutanan dan Penebangan Kayu,0
31,DKI Jakarta,PRODUKSI,I-07,Perikanan ,2795126.7722323993
31,DKI Jakarta,PRODUKSI,I-08,"Pertambangan Minyak, Gas dan Panas Bumi",7483942.185920248
31,DKI Jakarta,PRODUKSI,I-09,Pertambangan Batubara dan Lignit,0
31,DKI Jakarta,PRODUKSI,I-10,Pertambangan Bijih Logam,0
31,DKI Jakarta,PRODUKSI,I-11,Pertambangan dan Penggalian Lainnya,0
31,DKI Jakarta,PRODUKSI,I-12,Industri Batubara dan Pengilangan Migas,3293653.097900366
31,DKI Jakarta,PRODUKSI,I-13,Industri Makanan dan Minuman ,18635033.205903955
31,DKI Jakarta,PRODUKSI,I-14,Industri Pengolahan Tembakau,0
31,DKI Jakarta,PRODUKSI,I-15,Industri Tekstil dan Pakaian Jadi,21292779.61547751
31,DKI Jakarta,PRODUKSI,I-16,"Industri Kulit, Barang dari Kulit dan Alas Kaki ",1008677.3328953389
31,DKI Jakarta,PRODUKSI,I-17,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya ",622059.1515760956
31,DKI Jakarta,PRODUKSI,I-18,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman ",5995652.257305517
31,DKI Jakarta,PRODUKSI,I-19,"Industri Kimia, Farmasi dan Obat Tradisional",30450775.236541
31,DKI Jakarta,PRODUKSI,I-20,"Industri Karet, Barang dari Karet dan Plastik",4967430.0597804
31,DKI Jakarta,PRODUKSI,I-21,Industri Barang Galian bukan Logam,7050869.134350761
31,DKI Jakarta,PRODUKSI,I-22,Industri Logam Dasar ,14520401.68606658
31,DKI Jakarta,PRODUKSI,I-23,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",30626686.56431564
31,DKI Jakarta,PRODUKSI,I-24,Industri Mesin dan Perlengkapan YTDL,1829643.1432011733
31,DKI Jakarta,PRODUKSI,I-25,Industri Alat Angkutan,133963300.3445239
31,DKI Jakarta,PRODUKSI,I-26,Industri Furnitur,1938196.2077032013
31,DKI Jakarta,PRODUKSI,I-27,"Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan",10509359.035944982
31,DKI Jakarta,PRODUKSI,I-28,Ketenagalistrikan ,7249432.754421042
31,DKI Jakarta,PRODUKSI,I-29,Pengadaan Gas dan Produksi Es,3557297.1396003026
31,DKI Jakarta,PRODUKSI,I-30,"Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",3172948.652955305
31,DKI Jakarta,PRODUKSI,I-31,Konstruksi,254738681.77899578
31,DKI Jakarta,PRODUKSI,I-32,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",60038500.53896932
31,DKI Jakarta,PRODUKSI,I-33,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",273062019.0438693
31,DKI Jakarta,PRODUKSI,I-34,Angkutan Rel ,1167722.106409953
31,DKI Jakarta,PRODUKSI,I-35,Angkutan Darat,58040276.11405
31,DKI Jakarta,PRODUKSI,I-36,Angkutan Laut ,6007600.19851662
